,review_body,stars,language,translated_review
594,yo la compre por la de la imagine era buena pero apenas lo abrí me sentí estafado con este producto que hasta lo pintaron mal.,1,es,I bought it because I imagined it was good but as soon as I opened it I felt cheated with this product that they even painted it badly.
595,"Excelente, una energía diaria plus",5,es,"Excellent, extra daily energy"
596,Me ha encantado. Cumple lo que ofertan,5,es,I loved it. Do what they offer
597,"Ha cumplido totalmente mis expectativas, es tal como esperaba. Buena relacion calidad-precio. Estoy muy satisfecho de la compra. Lo recomiendo totalmente.",4,es,"It has totally met my expectations, it is just as I expected. Good value for money. I am very satisfied with the purchase. I totally recommend it."
598,"El producto es totalmente funcional y práctico, de buena calidad. Le daría 5 estrellas si el olor y el sabor durará más y fuera menos artificial. Cuando lo abres huele mucho, pero no dura mucho.",4,es,"The product is fully functional and practical, of good quality. I would give it 5 stars if the smell and flavor lasted longer and was less artificial. When you open it it smells a lot, but it doesn't last long."
599,"Són de buena calidad. Vienen los modelos que se ven en la foto, hay de dos tipos de tela; las de pajaritos y topos son más suaves lo que hace que depende de la tela de la braguita se resvalen y se muevan, yo ahora sabiendolo las uso con otro tipo de braguita y no he tenido mas problemas. No se notan debajo de la ropa. Producto no agresivo para la piel (por cierto la parte que va en contacto es la oscura, no la estampada!) menos contaminante y ayuda a ahorrar.",4,es,"They are good quality. The models seen in the photo come, there are two types of fabric; The ones with birds and polka dots are softer, which means that depending on the fabric of the panties, they slip and move. Now knowing this, I use them with another type of panties and I haven't had any more problems. They are not noticeable under clothing. Non-aggressive product for the skin (by the way, the part that comes into contact is the dark one, not the printed one!), less polluting and helps save money."
600,Me ha parecido un tanto endeble e inseguro para la función de coger algo de un altillo. Peso 70 kilos y no me da ninguna seguridad.,3,es,It seemed a bit flimsy and unsafe for the function of picking up something from an attic. I weigh 70 kilos and it doesn't give me any security.
601,"De momento sin pegas con el artículo, muy buen audio y buena bateria; los dos que pedí. Aunque son algo pesados.",4,es,"So far no problems with the article, very good audio and good battery; the two I ordered. Although they are somewhat heavy."
602,encaja perfectamente y es lo que quería,4,es,It fits perfectly and is what I wanted
603,Excelente resultado de este producto lo he probado con buenos resutados y de buena calidad. Buena relacion calidad precio recomendable,5,es,"Excellent results from this product, I have tried it with good results and good quality. Good value for money, recommended"
604,Aun no la he recibido,1,es,I have not recieved it yet
605,Buen producto... la relación calidad precio es muy buena...por ponerle una pega se me ha soltado una vez despues de usarla a diario durante 1 mes pero la volví a colocar correctamente y sin problemas. Se ajusta perfecta a la muñeca Usada con un Samsung gear fit 2,4,es,"Good product... the quality-price ratio is very good... just to put it down, it came loose once after using it daily for 1 month but I put it back in correctly and without problems. It fits perfectly on the wrist Used with a Samsung gear fit 2"
606,"La verdad es que llevo comprándolos desde hace bastantes años para mi hija, y últimamente en todas las minas de los bolígrafos tenemos que tirar los cuando les queda un poco menos de la mitad porque la tinta se seca y empiezan a escribir mal",3,es,"The truth is that I have been buying them for many years for my daughter, and lately in all the pen stores we have to throw them away when they have a little less than half left because the ink dries up and they start to write badly."
607,me ha gustado mucho y buen precio,5,es,I liked it a lot and good price
608,"Pero doy solo 3 estrellas por que no dan la luz tan brillante como prometen. el pedido me llegó muy ràpido y en buen estado.como luz de matricula van bien,pero para el techo no alumbran lo suficiente.no las recomiendo.",3,es,"But I only give 3 stars because they don't give the light as bright as they promise. The order arrived very quickly and in good condition. As for the license plate light, they work well, but for the roof they do not illuminate enough. I do not recommend them."
609,1 es el reloj que supuestamente compró y otro el que me mandan. Tienen algo que ver???,1,es,1 is the watch he supposedly bought and another is the one they sent me. Do they have something to do with it???
610,"En mi caso, tengo un perro de aguas, no me sirve. Hay zonas que se atasca. Pero me imagino que para un pelo normal, irá bien.",3,es,"In my case, I have a spaniel, it doesn't work for me. There are areas that get stuck. But I imagine that for normal hair, it will be fine."
611,"Un desastre, llegaron las cajas rotas y por supuesto las tablas rotas y desechas. Compre dos y no los llegue ni a montan los devolví inmediatamente, ,NO RECOMIENDO ESTE PRODUCTO PARA NADA VERGONZOSO EL ESTADO EN EL QUE LLEGÓ.",1,es,"A disaster, the broken boxes arrived and of course the broken and discarded boards. I bought two and they did not arrive nor were they assembled, I returned them immediately, I DO NOT RECOMMEND THIS PRODUCT AT ALL, THE CONDITION IN WHICH IT ARRIVED IS SHAMEFUL."
612,Muy bonita y encaja a la percepción con el ebook.,5,es,Very pretty and fits the perception with the ebook.
613,"No llegó, Según Amazon lo entrega Correos e informa que lo dejó en el buzón pero nunca fué depositado allí. Amazon NO da la opción de reclamar el producto cuando figura como entregado, solo te permite devolver el producto, pero si no lo tienes has perdido el dinero. Amazon Prime es problemático porque muchos de los envíos no van certificados.",1,es,"It did not arrive. According to Amazon, Correos delivered it and reported that it was left in the mailbox but it was never deposited there. Amazon does NOT give the option to claim the product when it appears as delivered, it only allows you to return the product, but if you do not have it you have lost the money. Amazon Prime is problematic because many of the shipments are not certified."
614,"Lo compre por 15 euros y es regular,y ahora está por 24 euros, y teniendo prime,,, es para pensárselo si esto es rentable,,",2,es,"I bought it for 15 euros and it is regular, and now it is for 24 euros, and having prime,,, it is worth thinking about if this is profitable,,"
615,"Super comodo para colgar las bicis, una buena inversión para ahorrar espacio y comodidad. instalación mas o menos sencilla de momento cumple",4,es,"Super convenient for hanging bikes, a good investment to save space and comfort. more or less simple installation at the moment it complies"
